"profile id","species id","bird name","latin bird name","date","location","latitude","longitude","map"
"1623","465","Natugle","Strix aluco","2005-05-28","Gribskov","","",""
"1623","469","Skovhornugle","Asio otus","2007-07-04","Tryggevælde Ådal","","",""
"1623","470","Mosehornugle","Asio flammeus","2007-03-31","Gilbjerg Hoved","","",""
"1623","474","Natravn","Caprimulgus europaeus","2005-06-19","Vejlerne","","",""
"1623","482","Mursejler","Apus apus","2003-05-10","Holmene","","",""
"1623","491","Isfugl","Alcedo atthis","","Strødam Engsø","","",""
"1623","496","Biæder","Merops apiaster","2014-05-21","Gilbjerg Hoved","","",""
"1623","498","Ellekrage","Coracias garrulus","2011-06-02","Birkemose, Gedser","","",""
"1623","503","Vendehals","Jynx torquilla","2008-05-02","Frederiksø","","",""
"1623","506","Grønspætte","Picus viridis","2012-08-01","Treldenæs","","",""
"1623","508","Sortspætte","Dryocopus martius","2007-04-05","Korshage","","",""
"1623","510","Stor Flagspætte","Dendrocopos major","","","","",""
"1623","514","Lille Flagspætte","Dryobates minor","2003-06-14","Vaserne","","",""
"1623","534","Toplærke","Galerida cristata","2006-07-21","Hirtshals Station","","",""
"1623","536","Hedelærke","Lullula arborea","2007-03-31","Gilbjerg Hoved","","",""
"1623","538","Sanglærke","Alauda arvensis","2003-05-10","Knudsker","","",""
"1623","540","Bjerglærke","Eremophila alpestris","2006-10-16","Anholt Flyveplads","","",""
"1623","543","Digesvale","Riparia riparia","2003-05-17","Galløkken","","",""
"1623","548","Landsvale","Hirundo rustica","2003-04-17","Solbjerg Engsø","","",""
"1623","553","Bysvale","Delichon urbicum","","Hillerød Centrum","","",""
"1623","556","Markpiber","Anthus campestris","2016-05-21","Gedser Odde","","",""
"1623","559","Tajgapiber","Anthus hodgsoni","2014-10-13","Grønningen, Blåvand","","",""
"1623","560","Skovpiber","Anthus trivialis","2003-09-28","Vestskoven","","",""
