"profile id","species id","bird name","latin bird name","date","country id","country","location","latitude","longitude","map"
"195","461","Snowy Owl","Bubo scandiacus","","","","","","",""
"195","462","Northern Hawk-owl","Surnia ulula","","","","","","",""
"195","463","Eurasian Pygmy Owl","Glaucidium passerinum","","","","","","",""
"195","464","Little Owl","Athene noctua","","","","","","",""
"195","465","Tawny Owl","Strix aluco","","","","","","",""
"195","467","Ural Owl","Strix uralensis","","","","","","",""
"195","468","Great Grey Owl","Strix nebulosa","","","","","","",""
"195","469","Long-eared Owl","Asio otus","","","","","","",""
"195","470","Short-eared Owl","Asio flammeus","","","","","","",""
"195","472","Boreal Owl","Aegolius funereus","","","","","","",""
"195","474","European Nightjar","Caprimulgus europaeus","","","","","","",""
"195","482","Common Swift","Apus apus","","","","","","",""
"195","483","Pallid Swift","Apus pallidus","","","","","","",""
"195","485","Alpine Swift","Tachymarptis melba","","","","","","",""
"195","486","White-rumped Swift","Apus caffer","","","","","","",""
"195","491","Common Kingfisher","Alcedo atthis","","","","","","",""
"195","495","Blue-cheeked Bee-eater","Merops persicus","","","","","","",""
"195","496","European Bee-eater","Merops apiaster","","","","","","",""
"195","498","European Roller","Coracias garrulus","","","","","","",""
"195","502","Eurasian Hoopoe","Upupa epops","","","","","","",""
"195","503","Eurasian Wryneck","Jynx torquilla","","","","","","",""
"195","505","Grey-headed Woodpecker","Picus canus","","","","","","",""
"195","506","European Green Woodpecker","Picus viridis","","","","","","",""
"195","508","Black Woodpecker","Dryocopus martius","","","","","","",""
"195","510","Great Spotted Woodpecker","Dendrocopos major","","","","","","",""
"195","511","Syrian Woodpecker","Dendrocopos syriacus","","","","","","",""
"195","512","Middle Spotted Woodpecker","Dendrocoptes medius","","","","","","",""
"195","513","White-backed Woodpecker","Dendrocopos leucotos","","","","","","",""
"195","514","Lesser Spotted Woodpecker","Dryobates minor","","","","","","",""
"195","515","Eurasian Three-toed Woodpecker","Picoides tridactylus","","","","","","",""
"195","520","Black-crowned Sparrow-lark","Eremopterix nigriceps","2015-10-02","35","Georgia","Batumi","41.609795","41.584625","http://maps.google.co.uk/maps?q=loc:41.609795, 41.584625(Black-crowned Sparrow-lark)&z=7&iwloc=A"
"195","527","Calandra Lark","Melanocorypha calandra","","","","","","",""
"195","529","White-winged Lark","Alauda leucoptera","2017-11-12","61","Azerbaijan","Besh Barmaq migration count","","",""
"195","531","Greater Short-toed Lark","Calandrella brachydactyla","","","","","","",""
"195","533","Lesser Short-toed Lark","Calandrella rufescens","","","","","","",""
"195","534","Crested Lark","Galerida cristata","","","","","","",""
"195","535","Thekla's Lark","Galerida theklae","","","","","","",""
"195","536","Woodlark","Lullula arborea","","","","","","",""
"195","538","Eurasian Skylark","Alauda arvensis","","","","","","",""
"195","540","Horned Lark","Eremophila alpestris","","","","","","",""
"195","543","Sand Martin","Riparia riparia","","","","","","",""
"195","547","Eurasian Crag Martin","Ptyonoprogne rupestris","","","","","","",""
"195","548","Barn Swallow","Hirundo rustica","","","","","","",""
"195","553","Common House Martin","Delichon urbicum","","","","","","",""
"195","551","Red-rumped Swallow","Cecropis daurica","","","","","","",""
"195","554","Richard's Pipit","Anthus richardi","","","","","","",""
"195","556","Tawny Pipit","Anthus campestris","","","","","","",""
"195","560","Tree Pipit","Anthus trivialis","","","","","","",""
"195","562","Meadow Pipit","Anthus pratensis","","","","","","",""
"195","563","Red-throated Pipit","Anthus cervinus","","","","","","",""
"195","564","Eurasian Rock Pipit","Anthus petrosus","","","","","","",""
"195","565","Water Pipit","Anthus spinoletta","","","","","","",""
"195","567","Western Yellow Wagtail","Motacilla flava","","","","","","",""
"195","568","Citrine Wagtail","Motacilla citreola","","","","","","",""
"195","569","Grey Wagtail","Motacilla cinerea","","","","","","",""
"195","570","White Wagtail","Motacilla alba","","","","","","",""
"195","573","White-spectacled Bulbul","Pycnonotus xanthopygos","","","","","","",""
"195","575","Bohemian Waxwing","Bombycilla garrulus","","","","","","",""
