"profileId","speciesId","birdName","latinBirdName","recDate","countryId","country","location","latitude","longitude","recMap"
"1623","770","Ravn","Corvus corax","2003-04-17","1","Danmark","Solbjerg Engsø","55.994812","12.249481","http://maps.google.co.uk/maps?q=loc:55.994812, 12.249481(Ravn)&z=7&iwloc=A"
"1623","775","Ensfarvet Stær","Sturnus unicolor","2009-10-02","34","Frankrig","Ile Rousse, Korsika","","",""
"1623","774","Stær","Sturnus vulgaris","2003-04-17","1","Danmark","Solbjerg Engsø","55.994812","12.249481","http://maps.google.co.uk/maps?q=loc:55.994812, 12.249481(Stær)&z=7&iwloc=A"
"1623","776","Rosenstær","Pastor roseus","2014-10-11","1","Danmark","Grønningen, Blåvand","","",""
"1623","778","Gråspurv","Passer domesticus","","1","Danmark","","","",""
"1623","783","Skovspurv","Passer montanus","2003-01-01","1","Danmark","Holmene","","",""
"1623","788","Snefinke","Montifringilla nivalis","2015-01-24","34","Frankrig","Tignes","","",""
"1623","797","Rødøjet Vireo","Vireo olivaceus","2011-10-19","1","Danmark","Mandø","55.270040","8.562238","http://maps.google.co.uk/maps?q=loc:55.270040, 8.562238(Rødøjet Vireo)&z=7&iwloc=A"
"1623","798","Bogfinke","Fringilla coelebs","2003-01-01","1","Danmark","","","",""
"1623","800","Kvækerfinke","Fringilla montifringilla","2003-02-12","1","Danmark","Store Dyrehave","","",""
"1623","802","Gulirisk","Serinus serinus","2007-07-16","25","Schweiz","Mürren","","",""
"1623","807","Grønirisk","Chloris chloris","2003-01-01","1","Danmark","","","",""
"1623","808","Stillits","Carduelis carduelis","2003-01-01","1","Danmark","Holmene","","",""
"1623","809","Grønsisken","Spinus spinus","2003-09-28","1","Danmark","Vestskoven","","",""
"1623","810","Tornirisk","Linaria cannabina","2003-07-01","1","Danmark","Hjarnø","","",""
"1623","811","Bjergirisk","Linaria flavirostris","2006-10-17","1","Danmark","Nordstrand, Anholt","","",""
"1623","812","Lille Gråsisken","Acanthis cabaret","2005-06-18","1","Danmark","Han Vejle, Vejlerne","","",""
"1623","813","Stor Gråsisken","Acanthis flammea","2006-01-01","1","Danmark","Teglgård Sø","","",""
